,name,github_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,updated_github_id,trending,labels,new_addition
140,deduplicate-text-datasets,google-research/deduplicate-text-datasets,nlp,https://github.com/google-research/deduplicate-text-datasets,https://github.com/google-research/deduplicate-text-datasets,Apache-2.0,2021-07-16 00:24:25,2024-07-30 21:44:50,2024-05-21 17:47:37,110.0,9.0,33.0,1149.0,54.0,,,,,,,,,5.0,11,False,3.0,,,,
141,cv,rust-cv/cv,image,https://github.com/rust-cv/cv,https://github.com/rust-cv/cv,,2020-04-04 17:46:04,2023-07-20 13:13:00,2023-07-20 12:23:27,68.0,38.0,13.0,873.0,,,,,,,"Rust CV mono-repo. Contains pure-Rust dependencies which attempt to encapsulate the capability of OpenCV, OpenMVG, and..",72.0,72.0,11.0,11,False,3.0,,,,
142,extractous,yobix-ai/extractous,data-loading,https://github.com/yobix-ai/extractous,https://github.com/yobix-ai/extractous,Apache-2.0,2024-06-04 08:24:18,2024-12-21 10:13:30,2024-12-21 10:13:30,27.0,7.0,17.0,635.0,,,,,,,Fast and efficient unstructured data extraction. Written in Rust with bindings for many languages.,1.0,1.0,7.0,11,True,3.0,,,,
143,kafka-delta-ingest,delta-io/kafka-delta-ingest,data-loading,https://github.com/delta-io/kafka-delta-ingest,https://github.com/delta-io/kafka-delta-ingest,Apache-2.0,2021-02-05 05:13:20,2024-12-31 14:55:17,2024-12-11 14:53:38,82.0,28.0,39.0,376.0,,,,,,,A highly efficient daemon for streaming data from Kafka into Delta Lake.,,,17.0,11,True,3.0,,,,
144,rust-dataframe,nevi-me/rust-dataframe,data-loading,https://github.com/nevi-me/rust-dataframe,https://github.com/nevi-me/rust-dataframe,Apache-2.0,2019-01-09 02:52:48,2020-10-26 17:05:17,2020-10-26 17:05:04,21.0,12.0,26.0,279.0,119.0,,,,,,"A Rust DataFrame implementation, built on Apache Arrow.",,,4.0,11,False,3.0,,,,
145,L2,bilal2vec/L2,ml-frameworks,https://github.com/bilal2vec/L2,https://github.com/bilal2vec/L2,MIT,2019-06-22 20:37:19,2022-12-25 15:16:55,2022-02-19 15:52:39,18.0,,1.0,191.0,165.0,2019-09-04 00:34:56,1.0,,,1.0,"l2 is a fast, Pytorch-style Tensor+Autograd library written in Rust.",,,,11,False,3.0,,,,
146,vtext,rth/vtext,nlp,https://github.com/rth/vtext,https://github.com/rth/vtext,Apache-2.0,2018-11-05 09:02:15,2023-07-06 21:58:30,2020-06-18 21:00:31,10.0,11.0,7.0,149.0,,,,,,,Simple NLP in Rust with Python bindings.,39.0,39.0,3.0,11,False,3.0,,,,
147,rurel,milanboers/rurel,ml-frameworks,https://github.com/milanboers/rurel,https://github.com/milanboers/rurel,MPL-2.0,2017-03-05 09:40:12,2024-06-25 08:45:48,2024-06-25 08:45:32,17.0,2.0,9.0,141.0,59.0,,,,,,"Flexible, reusable reinforcement learning (Q learning) implementation in Rust.",18.0,18.0,9.0,11,True,3.0,,,,
148,finalfusion-rust,finalfusion/finalfusion-rust,nlp,https://github.com/finalfusion/finalfusion-rust,https://github.com/finalfusion/finalfusion-rust,,2019-03-19 18:18:31,2023-10-10 10:16:46,2023-10-10 09:46:19,11.0,7.0,37.0,94.0,,2023-10-10 10:18:49,0.18.0,,,11.0,finalfusion embeddings in Rust.,49.0,49.0,5.0,11,False,3.0,,,,
149,rustml,daniel-e/rustml,ml-frameworks,https://github.com/daniel-e/rustml,https://github.com/daniel-e/rustml,,2015-06-23 13:59:00,2022-06-15 06:08:17,2022-06-15 06:08:14,7.0,2.0,3.0,66.0,333.0,2015-10-07 20:05:27,0.0.5,,,4.0,Machine learning in Rust.,15.0,15.0,2.0,11,False,3.0,,,,
150,snips-nlu-ontology,snipsco/snips-nlu-ontology,nlp,https://github.com/snipsco/snips-nlu-ontology,https://github.com/snipsco/snips-nlu-ontology,,2018-02-14 14:19:29,2020-03-08 14:16:49,2019-09-06 13:58:18,28.0,3.0,7.0,57.0,505.0,2019-09-06 13:58:41,0.67.2,,,35.0,Ontology of Snips NLU.,,,12.0,11,False,3.0,,,,
151,rstats,liborty/rstats,ml-frameworks,https://github.com/liborty/rstats,https://github.com/liborty/rstats,Apache-2.0,2020-08-30 04:06:51,2024-07-20 00:53:47,2024-07-20 00:53:34,1.0,,1.0,52.0,588.0,,,,,,"Statistics, Information Measures, Linear Algebra, Cholesky Matrix Decomposition, Mahalanobis Distance, Householder QR..",26.0,26.0,3.0,11,False,3.0,,,,
152,petal-clustering,petabi/petal-clustering,ml-frameworks,https://github.com/petabi/petal-clustering,https://github.com/petabi/petal-clustering,Apache-2.0,2019-06-06 18:31:20,2024-12-05 20:26:30,2024-12-05 20:26:29,4.0,6.0,9.0,31.0,,,,,,,"DBSCAN, HDBSCAN, and OPTICS clustering algorithms.",11.0,11.0,4.0,11,False,3.0,,,,
153,word2vec,dimakudosh/word2vec,nlp,https://github.com/DimaKudosh/word2vec,https://github.com/DimaKudosh/word2vec,MIT,2016-01-28 19:57:43,2019-11-04 15:30:36,2019-11-04 15:29:26,6.0,2.0,,29.0,63.0,,,,,,Rust interface to word2vec.,17.0,17.0,5.0,11,False,3.0,,,,
154,black-jack,milesgranger/black-jack,ml-frameworks,https://github.com/milesgranger/black-jack,https://github.com/milesgranger/black-jack,GPL-3.0,2018-08-18 14:31:48,2022-12-28 04:22:08,2021-04-29 19:39:04,5.0,8.0,42.0,29.0,217.0,2019-04-28 11:10:27,0.1.0,,,2.0,DataFrame / Series data processing in Rust.,1.0,1.0,3.0,11,False,3.0,,,,
155,neuronika,neuronika/neuronika,ml-frameworks,https://github.com/neuronika/neuronika,https://github.com/neuronika/neuronika,Apache-2.0,2021-02-13 17:04:39,2022-10-10 07:02:35,2022-10-10 07:02:09,54.0,12.0,33.0,1057.0,,,,,,,Tensors and dynamic neural networks in pure Rust.,5.0,5.0,2.0,10,False,3.0,,,,
156,sail,lakehq/sail,data-loading,https://github.com/lakehq/sail,https://github.com/lakehq/sail,Apache-2.0,2023-12-21 03:43:49,2024-12-31 10:46:33,2024-12-31 01:53:19,19.0,38.0,10.0,590.0,,,,,,,"LakeSail's computation framework with a mission to unify stream processing, batch processing, and compute-intensive..",1.0,1.0,4.0,10,True,3.0,,,,
157,rllama,Noeda/rllama,nlp,https://github.com/Noeda/rllama,https://github.com/Noeda/rllama,AGPL-3.0,2023-03-11 08:41:15,2024-02-12 00:45:39,2023-04-09 00:49:44,29.0,10.0,3.0,541.0,90.0,,,,,,Rust+OpenCL+AVX2 implementation of LLaMA inference code.,2.0,2.0,3.0,10,False,3.0,,,,
158,RustNN,jackm321/RustNN,ml-frameworks,https://github.com/jackm321/RustNN,https://github.com/jackm321/RustNN,Apache-2.0,2015-03-27 08:34:35,2017-12-21 15:19:41,2015-05-08 02:34:16,31.0,1.0,2.0,337.0,41.0,,,,,,A neural network crate.,,,2.0,10,False,3.0,,,,
159,deeplearn-rs,tedsta/deeplearn-rs,ml-frameworks,https://github.com/tedsta/deeplearn-rs,https://github.com/tedsta/deeplearn-rs,MIT,2015-10-27 02:51:50,2019-10-30 04:18:48,2017-08-20 03:30:59,22.0,1.0,4.0,212.0,78.0,,,,,,Neural networks in Rust.,,,2.0,10,False,3.0,,,,
160,rustfst,Garvys/rustfst,nlp,https://github.com/garvys-org/rustfst,https://github.com/garvys-org/rustfst,,2018-09-13 21:21:45,2024-08-17 01:35:49,2024-08-16 16:11:11,17.0,23.0,27.0,148.0,,2024-08-08 13:19:34,rustfst-v1.1.1,,,26.0,"Rust re-implementation of OpenFST - library for constructing, combining, optimizing, and searching weighted finite-..",20.0,20.0,20.0,10,False,3.0,garvys-org/rustfst,,,
161,orkhon,vertexclique/orkhon,ml-frameworks,https://github.com/vertexclique/orkhon,https://github.com/vertexclique/orkhon,MIT,2019-05-18 23:24:53,2021-02-01 15:23:47,2021-02-01 15:23:39,4.0,3.0,4.0,146.0,102.0,2020-11-17 23:04:49,0.2.0,,,1.0,Orkhon: ML Inference Framework and Server Runtime.,,,,10,False,3.0,,,,
162,rten,robertknight/rten,ml-frameworks,https://github.com/robertknight/rten,https://github.com/robertknight/rten,,2022-08-31 20:43:45,2024-12-31 16:45:27,2024-12-31 16:45:24,10.0,33.0,46.0,134.0,,,,,,,ONNX neural network inference engine.,61.0,61.0,5.0,10,False,3.0,,,,
163,gamma,metamolecular/gamma,ml-frameworks,https://github.com/metamolecular/gamma,https://github.com/metamolecular/gamma,,2020-02-14 14:48:02,2021-01-25 18:43:42,2021-01-25 18:42:39,6.0,,6.0,121.0,50.0,,,,,,A graph library for Rust.,46.0,46.0,3.0,10,False,3.0,,,,
164,tflite-rs,boncheolgu/tflite-rs,ml-frameworks,https://github.com/boncheolgu/tflite-rs,https://github.com/boncheolgu/tflite-rs,Apache-2.0,2018-10-23 13:13:57,2024-06-24 11:29:38,2024-06-24 11:29:11,46.0,22.0,10.0,119.0,158.0,,,,,,,,,12.0,10,False,3.0,,,,
165,alumina,millardjn/alumina,ml-frameworks,https://github.com/millardjn/alumina,https://github.com/millardjn/alumina,,2017-02-06 15:57:08,2022-10-23 07:44:15,2022-10-23 07:44:08,10.0,3.0,,102.0,245.0,,,,,,A deep learning library for rust.,28.0,28.0,,10,False,3.0,,,,
166,finalfrontier,finalfusion/finalfrontier,nlp,https://github.com/finalfusion/finalfrontier,https://github.com/finalfusion/finalfrontier,,2018-06-02 08:47:45,2023-10-20 13:06:26,2023-10-20 13:06:22,4.0,3.0,29.0,87.0,313.0,2020-07-27 09:03:36,0.9.4,90.0,1.0,12.0,Context-sensitive word embeddings with subwords. In Rust.,5.0,5.0,6.0,10,False,3.0,,,,
167,torchrs,torchrs/torchrs,ml-frameworks,https://github.com/torchrs/torchrs,https://github.com/torchrs/torchrs,BSD-2-Clause,2017-05-27 21:57:45,2017-07-16 00:27:45,2017-07-16 00:27:34,8.0,1.0,,77.0,532.0,,,,,,Deep Learning in Rust with the PyTorch API.,,,,10,False,3.0,,,['binding'],
168,chr,pemistahl/chr,nlp,https://github.com/pemistahl/chr,https://github.com/pemistahl/chr,Apache-2.0,2020-06-22 07:50:18,2021-01-14 10:14:41,2021-01-05 20:35:25,4.0,2.0,,42.0,35.0,2021-01-05 20:46:19,1.0.0,100.0,2.0,1.0,A command-line tool that gives information about Unicode characters.,4.0,4.0,,10,False,3.0,,,,
169,ngt-rs,lerouxrgd/ngt-rs,ml-frameworks,https://github.com/lerouxrgd/ngt-rs,https://github.com/lerouxrgd/ngt-rs,Apache-2.0,2020-04-26 21:45:05,2024-05-18 11:41:53,2024-05-18 11:41:50,6.0,1.0,9.0,37.0,70.0,,,,,,Rust wrappers for NGT approximate nearest neighbor search.,3.0,3.0,3.0,10,False,3.0,,,['binding'],
170,rustdef,emakryo/rustdef,ml-frameworks,https://github.com/emakryo/rustdef,https://github.com/emakryo/rustdef,MIT,2020-01-26 04:08:22,2023-03-13 02:57:27,2022-12-13 08:13:07,1.0,2.0,7.0,28.0,69.0,2022-12-14 23:41:19,0.4.0,196.0,3.0,9.0,Jupyter extension for Rust.,2.0,2.0,4.0,10,False,3.0,,,,
171,batched-fn,epwalsh/batched-fn,ml-frameworks,https://github.com/epwalsh/batched-fn,https://github.com/epwalsh/batched-fn,Apache-2.0,2020-03-20 22:06:11,2024-03-10 23:17:46,2024-03-10 23:17:44,2.0,4.0,3.0,21.0,,2024-03-10 23:18:08,0.2.5,,,2.0,Rust server plugin for deploying deep learning models with batched prediction.,8.0,8.0,3.0,10,False,3.0,,,,
172,unda,unda-ai/unda,ml-frameworks,https://github.com/unda-ml/unda,https://github.com/unda-ml/unda,Apache-2.0,2023-10-17 17:40:04,2024-10-14 01:42:20,2024-06-19 00:20:16,4.0,10.0,27.0,13.0,516.0,,,,,,General purpose machine learning crate.,5.0,5.0,4.0,10,False,3.0,unda-ml/unda,,,
173,reductive,finalfusion/reductive,ml-frameworks,https://github.com/finalfusion/reductive,https://github.com/finalfusion/reductive,Apache-2.0,2019-09-04 09:48:00,2021-12-03 11:08:21,2021-12-03 11:07:27,1.0,1.0,2.0,7.0,87.0,,,,,,Vector quantization.,49.0,49.0,3.0,10,False,3.0,,,,
174,voy,tantaraio/voy,apps,https://github.com/tantaraio/voy,https://github.com/tantaraio/voy,Apache-2.0,2023-01-27 08:48:18,2023-09-20 18:14:53,2023-09-20 18:14:52,32.0,21.0,21.0,898.0,,,,,,,A WASM vector similarity search written in Rust.,,,2.0,9,False,3.0,,,,
175,candle-lora,EricLBuehler/candle-lora,ml-frameworks,https://github.com/EricLBuehler/candle-lora,https://github.com/EricLBuehler/candle-lora,MIT,2023-09-08 13:15:45,2024-08-20 15:11:31,2024-08-20 15:10:03,15.0,5.0,14.0,132.0,228.0,,,,,,Low rank adaptation (LoRA) for Candle.,,,2.0,9,False,3.0,,,,
176,hal,jramapuram/hal,ml-frameworks,https://github.com/jramapuram/hal,https://github.com/jramapuram/hal,MIT,2015-07-22 20:11:09,2016-10-22 00:27:46,2016-10-22 00:24:58,10.0,5.0,,90.0,52.0,,,,,,Rust based Cross-GPU Machine Learning.,,,3.0,9,False,3.0,,,,
177,tractjs,bminixhofer/tractjs,ml-frameworks,https://github.com/bminixhofer/tractjs,https://github.com/bminixhofer/tractjs,,2020-05-24 07:46:54,2023-01-20 23:13:21,2021-07-23 10:51:13,6.0,3.0,11.0,75.0,,2021-07-23 11:17:36,0.4.0,17.0,0.0,11.0,Run ONNX and TensorFlow inference in the browser.,14.0,14.0,2.0,9,False,3.0,,,,
178,visionmagic,visioncortex/visionmagic,image,https://github.com/visioncortex/visionmagic,https://github.com/visioncortex/visionmagic,,2020-12-16 15:07:32,2024-03-30 14:48:44,2024-03-30 14:48:44,8.0,1.0,,59.0,40.0,2021-07-23 10:16:58,0.2.0,,,4.0,Collection of vision & graphics algorithms.,,,3.0,9,False,3.0,,,,
179,visual-odometry-rs,mpizenberg/visual-odometry-rs,image,https://github.com/mpizenberg/visual-odometry-rs,https://github.com/mpizenberg/visual-odometry-rs,MPL-2.0,2018-03-26 08:10:34,2020-01-17 19:04:01,2019-03-25 14:16:01,2.0,6.0,2.0,56.0,299.0,,,,,,Visual Odometry in Rust (vors).,,,,9,False,3.0,,,,
180,dpar,danieldk/dpar,nlp,https://github.com/danieldk/dpar,https://github.com/danieldk/dpar,Apache-2.0,2015-03-18 10:17:41,2020-09-14 12:16:26,2020-09-14 12:16:07,4.0,5.0,6.0,43.0,58.0,,,,,,Neural network transition-based dependency parser (in Rust).,,,3.0,9,False,3.0,,,,
181,RusticSOM,avinashshenoy97/RusticSOM,ml-frameworks,https://github.com/avinashshenoy97/RusticSOM,https://github.com/avinashshenoy97/RusticSOM,MIT,2018-03-04 07:44:42,2022-10-15 10:49:14,2020-10-07 18:54:35,6.0,1.0,,34.0,48.0,,,,,,Rust library for Self Organising Maps (SOM).,2.0,2.0,5.0,9,False,3.0,,,,
182,crfsuite-rs,messense/crfsuite-rs,ml-frameworks,https://github.com/messense/crfsuite-rs,https://github.com/messense/crfsuite-rs,MIT,2018-01-05 07:58:56,2022-03-03 02:52:30,2022-03-03 02:52:14,2.0,1.0,8.0,25.0,147.0,,,,,,Rust binding to crfsuite.,3.0,3.0,,9,False,3.0,,,,
183,sentencepiece,danieldk/sentencepiece,nlp,https://github.com/danieldk/sentencepiece,https://github.com/danieldk/sentencepiece,,2020-01-22 15:30:22,2023-07-22 12:12:20,2023-07-22 12:08:17,6.0,3.0,5.0,20.0,,2022-07-30 09:42:25,0.8.2,,,7.0,Rust binding for the sentencepiece library.,37.0,37.0,4.0,9,False,3.0,,,,
184,rust-tfidf,ferristseng/rust-tfidf,nlp,https://github.com/ferristseng/rust-tfidf,https://github.com/ferristseng/rust-tfidf,Apache-2.0,2015-04-14 01:59:21,2023-06-15 14:33:59,2023-06-15 14:33:59,4.0,2.0,2.0,18.0,27.0,,,,,,,17.0,17.0,4.0,9,False,3.0,,,,
185,snips-nlu-parsers,snipsco/snips-nlu-parsers,nlp,https://github.com/snipsco/snips-nlu-parsers,https://github.com/snipsco/snips-nlu-parsers,,2019-01-22 12:45:41,2022-12-26 20:38:59,2020-01-24 10:13:48,32.0,4.0,2.0,16.0,102.0,2020-01-24 10:14:32,0.4.3,338.0,4.0,13.0,Rust crate for entity parsing.,,,6.0,9,False,3.0,,,,
186,bayespam,zenoxygen/bayespam,ml-frameworks,https://github.com/zenoxygen/bayespam,https://github.com/zenoxygen/bayespam,MIT,2019-10-27 05:53:16,2020-12-24 00:31:37,2020-12-24 00:31:24,4.0,2.0,1.0,14.0,45.0,,,,,,A simple bayesian spam classifier written in Rust.,12.0,12.0,2.0,9,False,3.0,,,,
187,lumberjack,sebpuetz/lumberjack,nlp,https://github.com/sebpuetz/lumberjack,https://github.com/sebpuetz/lumberjack,Apache-2.0,2019-03-27 14:31:59,2020-05-05 12:29:29,2019-08-28 14:04:12,2.0,1.0,6.0,10.0,71.0,2019-05-27 12:20:25,0.3,,,2.0,Read and modify constituency trees in Rust.,13.0,13.0,2.0,9,False,3.0,,,,
188,tch-serde,jerry73204/tch-serde,data-loading,https://github.com/jerry73204/tch-serde,https://github.com/jerry73204/tch-serde,MIT,2020-07-21 21:04:15,2022-04-03 07:14:02,2022-04-03 07:12:20,3.0,,,5.0,39.0,,,,,,Serialize/Deserialize tch-rs types with serde.,5.0,5.0,4.0,9,False,3.0,,,,
189,zkml,ddkang/zkml,other,https://github.com/ddkang/zkml,https://github.com/ddkang/zkml,Apache-2.0,2023-02-01 17:25:08,2024-05-17 04:41:17,2023-08-10 20:58:59,39.0,3.0,2.0,350.0,,,,,,,,,,2.0,8,False,3.0,,,,
190,opentau,GammaTauAI/opentau,apps,https://github.com/GammaTauAI/opentau,https://github.com/GammaTauAI/opentau,Apache-2.0,2022-09-02 05:41:01,2023-12-10 02:41:41,2023-12-10 02:41:37,7.0,1.0,,97.0,,,,,,,Using Large Language Models for Repo-wide Type Prediction.,,,3.0,8,False,3.0,,,,
191,syntaxdot,tensordot/syntaxdot,nlp,https://github.com/tensordot/syntaxdot,https://github.com/tensordot/syntaxdot,,2020-10-07 17:49:05,2023-10-22 18:56:06,2023-10-22 18:56:03,3.0,7.0,13.0,72.0,,2023-09-22 07:52:53,0.5.0,89.0,1.0,11.0,"Neural syntax annotator, supporting sequence labeling, lemmatization, and dependency parsing.",4.0,4.0,4.0,8,False,3.0,,,,
192,fasttext-rs,messense/fasttext-rs,nlp,https://github.com/messense/fasttext-rs,https://github.com/messense/fasttext-rs,,2018-01-18 04:08:07,2024-01-07 08:41:31,2023-09-11 11:31:18,12.0,1.0,7.0,57.0,,,,,,,fastText Rust binding.,35.0,35.0,4.0,8,False,3.0,,,['binding'],
193,treebender,vgel/treebender,nlp,https://github.com/vgel/treebender,https://github.com/vgel/treebender,MIT,2020-10-18 21:34:55,2022-11-28 20:22:31,2022-11-22 19:40:52,1.0,2.0,,46.0,56.0,,,,,,A HDPSG-inspired symbolic natural language parser written in Rust.,1.0,1.0,,8,False,3.0,,,,
194,prophet,robbepop/prophet,ml-frameworks,https://github.com/Robbepop/prophet,https://github.com/Robbepop/prophet,,2016-09-04 16:28:38,2019-07-31 09:45:36,2018-05-25 09:44:58,1.0,4.0,5.0,41.0,151.0,,,,,,A simple neural net implementation.,10.0,10.0,2.0,8,False,3.0,,,,
195,vpsearch,kornelski/vpsearch,ml-frameworks,https://github.com/kornelski/vpsearch,https://github.com/kornelski/vpsearch,,2015-06-06 13:05:10,2022-01-16 19:09:13,2020-10-16 10:38:46,6.0,2.0,2.0,32.0,,,,,,,C library for finding nearest (most similar) element in a set.,44.0,44.0,2.0,8,False,3.0,,,,
196,sticker,stickeritis/sticker,nlp,https://github.com/stickeritis/sticker,https://github.com/stickeritis/sticker,,2019-02-15 09:35:54,2021-03-19 10:08:03,2021-03-19 10:08:00,2.0,15.0,37.0,25.0,206.0,2020-06-10 12:27:31,0.11.1,148.0,2.0,17.0,Succeeded by SyntaxDot: https://github.com/tensordot/syntaxdot.,,,5.0,8,False,3.0,,,,
197,cntk-rs,usamec/cntk-rs,ml-frameworks,https://github.com/usamec/cntk-rs,https://github.com/usamec/cntk-rs,Apache-2.0,2017-10-29 16:32:42,2018-03-04 12:55:18,2018-03-04 12:55:13,,1.0,1.0,22.0,41.0,,,,,,Wrapper around Microsoft CNTK library.,,,,8,False,3.0,,,,
198,h2o-kubernetes,h2oai/h2o-kubernetes,mlops,https://github.com/h2oai/h2o-kubernetes,https://github.com/h2oai/h2o-kubernetes,Apache-2.0,2020-08-04 16:47:37,2024-10-24 18:11:02,2021-02-09 11:49:12,6.0,2.0,13.0,21.0,69.0,2021-02-09 11:05:13,operator-0.1.0,79.0,1.0,1.0,H2O Open Source Kubernetes operator and a command-line tool to ease deployment (and undeployment) of H2O open-source..,,,4.0,8,False,3.0,,,,
199,deepfrog,proycon/deepfrog,nlp,https://github.com/proycon/deepfrog,https://github.com/proycon/deepfrog,GPL-3.0,2020-02-12 12:28:13,2023-03-24 23:53:13,2021-04-18 16:58:45,1.0,5.0,3.0,19.0,128.0,2021-04-11 13:32:18,0.2.1,,,2.0,An NLP-suite powered by deep learning.,2.0,2.0,,8,False,3.0,,,,
200,flaco,milesgranger/flaco,data-loading,https://github.com/milesgranger/flaco,https://github.com/milesgranger/flaco,Unlicense,2021-09-28 17:42:53,2022-10-28 04:08:27,2022-10-28 04:08:27,,2.0,1.0,15.0,55.0,2022-10-28 03:46:55,0.6.0,,,14.0,(PoC) A very memory-efficient way to read data from PostgreSQL.,,,2.0,8,False,3.0,,,,
201,eval-metrics,benjarison/eval-metrics,interpret,https://github.com/benjarison/eval-metrics,https://github.com/benjarison/eval-metrics,,2020-05-21 04:00:07,2022-06-06 16:41:01,2022-06-06 16:16:59,,,,13.0,81.0,2022-06-06 16:41:01,1.0.2,,,5.0,Evaluation metrics for machine learning.,9.0,9.0,,8,False,1.0,,,,
202,liblinear-rs,shademe/liblinear-rs,ml-frameworks,https://github.com/shadeMe/liblinear-rs,https://github.com/shadeMe/liblinear-rs,MIT,2018-10-02 11:55:10,2023-04-02 21:24:22,2023-04-02 21:24:15,3.0,1.0,3.0,9.0,43.0,,,,,,Rust language bindings for the LIBLINEAR C/C++ library.,,,,8,False,3.0,,,['binding'],
203,awabi,nakagami/awabi,nlp,https://github.com/nakagami/awabi,https://github.com/nakagami/awabi,MIT,2020-03-12 23:10:27,2024-07-01 07:36:36,2024-07-01 07:35:36,,,,9.0,61.0,,,,,,A morphological analyzer using mecab dictionary.,3.0,3.0,,8,False,3.0,,,,
204,mushin,c0dearm/mushin,ml-frameworks,https://github.com/c0dearm/mushin,https://github.com/c0dearm/mushin,,2021-04-07 13:51:02,2022-08-27 20:04:36,2022-07-09 20:10:37,9.0,3.0,4.0,389.0,,2022-06-08 12:18:38,0.5.0,,,1.0,Computational graphs with reverse automatic differentation in the GPU.,,,2.0,7,False,3.0,,,,
205,llamacord,rustformers/llamacord,apps,https://github.com/rustformers/llmcord,https://github.com/rustformers/llmcord,GPL-3.0,2023-03-14 23:37:40,2023-08-13 00:40:58,2023-08-13 00:40:54,11.0,13.0,10.0,92.0,,,,,,,"A Discord bot, written in Rust, that generates responses using the LLaMA language model.",,,,7,False,3.0,rustformers/llmcord,,,
206,cogent,JonathanWoollett-Light/cogent,ml-frameworks,https://github.com/JonathanWoollett-Light/cogent,https://github.com/JonathanWoollett-Light/cogent,,2019-09-30 01:15:30,2022-06-08 22:57:23,2022-06-08 22:57:23,3.0,,,44.0,358.0,,,,,,Simple neural network library for classification written in Rust.,,,2.0,7,False,3.0,,,,
207,rust-dl-webserver,epwalsh/rust-dl-webserver,ml-frameworks,https://github.com/epwalsh/rust-dl-webserver,https://github.com/epwalsh/rust-dl-webserver,,2020-03-25 21:29:16,2023-03-09 18:57:16,2022-03-14 19:31:27,5.0,1.0,,34.0,70.0,,,,,,Example of serving deep learning models in Rust with batched prediction.,,,3.0,7,False,3.0,,,,
208,revonet,yurytsoy/revonet,ml-frameworks,https://github.com/yurytsoy/revonet,https://github.com/yurytsoy/revonet,GPL-3.0,2017-05-13 08:37:07,2017-08-20 14:10:04,2017-08-20 14:08:55,4.0,,15.0,20.0,73.0,,,,,,Rust implementation of real-coded GA for solving optimization problems and training of neural networks.,,,,7,False,3.0,,,,
209,drug,CasperN/drug,ml-frameworks,https://github.com/CasperN/drug,https://github.com/CasperN/drug,MIT,2018-08-12 21:43:02,2018-10-26 16:34:55,2018-10-26 16:34:50,,,1.0,16.0,72.0,,,,,,Differentiable Rust Graphs (neural network library).,,,,7,False,3.0,,,,
210,craftml-rs,tomtung/craftml-rs,ml-frameworks,https://github.com/tomtung/craftml-rs,https://github.com/tomtung/craftml-rs,MIT,2018-10-05 15:05:19,2019-03-19 03:46:15,2019-03-19 03:46:03,1.0,,2.0,15.0,26.0,,,,,,"A Rust implementation of CRAFTML, an Efficient Clustering-based Random Forest for Extreme Multi-label Learning.",,,,7,False,3.0,,,,
211,gazetteer-entity-parser,snipsco/gazetteer-entity-parser,nlp,https://github.com/snipsco/gazetteer-entity-parser,https://github.com/snipsco/gazetteer-entity-parser,,2018-06-12 07:13:37,2024-04-29 14:12:53,2024-04-29 14:12:15,18.0,1.0,2.0,14.0,,2024-04-29 14:12:53,0.9.0,,,9.0,Rust library for parsing and resolving entity values based on a gazetteer.,,,8.0,7,False,3.0,,,,
212,NewsAggregator,EngineersBox/NewsAggregator,data-loading,https://github.com/EngineersBox/NewsAggregator,https://github.com/EngineersBox/NewsAggregator,Apache-2.0,2021-02-28 09:18:55,2021-10-24 00:36:43,2021-10-12 14:36:32,6.0,,,10.0,,,,,,,"A fast, searchable, knowledge engine using various machine learning models to aggregate based on importance,..",,,10.0,7,False,3.0,,,,
213,hwt,rust-cv/hwt,ml-frameworks,https://github.com/rust-cv/hwt,https://github.com/rust-cv/hwt,MIT,2019-02-20 23:09:30,2019-05-03 19:19:07,2019-05-03 19:18:47,1.0,5.0,5.0,7.0,147.0,,,,,,Hamming Weight Tree from the paper Online Nearest Neighbor Search in Hamming Space.,,,,7,False,3.0,,,,
214,alpino-tokenizer,danieldk/alpino-tokenizer,nlp,https://github.com/danieldk/alpino-tokenizer,https://github.com/danieldk/alpino-tokenizer,,2019-10-08 07:11:10,2023-11-06 09:51:47,2023-11-06 09:50:46,,,,3.0,46.0,2020-10-08 08:49:03,0.3.0,34.0,0.0,1.0,Rust wrapper for the Alpino tokenizer.,3.0,3.0,,7,False,3.0,,,,
215,seqalign,danieldk/seqalign,nlp,https://github.com/danieldk/seqalign,https://github.com/danieldk/seqalign,Apache-2.0,2018-03-06 14:46:35,2022-08-22 18:48:47,2022-08-22 18:48:40,,2.0,1.0,1.0,46.0,,,,,,Sequence alignments.,17.0,17.0,2.0,7,False,3.0,,,,
216,fwumious_wabbit,outbrain/fwumious_wabbit,ml-frameworks,https://github.com/outbrain-inc/fwumious_wabbit,https://github.com/outbrain-inc/fwumious_wabbit,,2020-09-14 12:52:38,2024-06-20 09:21:56,2024-06-04 14:05:15,19.0,1.0,4.0,135.0,,2024-05-29 19:46:33,fw-main-2.10,,,1.0,"Fwumious Wabbit, fast on-line machine learning toolkit written in Rust.",,,18.0,6,False,3.0,outbrain-inc/fwumious_wabbit,,,
217,word2vec-rs,mklf/word2vec-rs,nlp,https://github.com/mklf/word2vec-rs,https://github.com/mklf/word2vec-rs,,2016-11-11 16:06:12,2023-05-08 18:57:56,2021-08-31 06:02:55,15.0,2.0,,81.0,20.0,,,,,,pure rust implemention of word2vec.,,,4.0,6,False,3.0,,,,
